State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
ND,North Dakota,2016,May,12 month-ending,Number of Deaths,6700,100,0.194029851,
ND,North Dakota,2016,April,12 month-ending,Number of Deaths,6679,100,0.149723012,
ND,North Dakota,2016,July,12 month-ending,Number of Deaths,6674,100,0.164818699,
ND,North Dakota,2016,August,12 month-ending,Number of Deaths,6642,100,0.150557061,
ND,North Dakota,2016,September,12 month-ending,Number of Deaths,6617,100,0.166238477,
AR,Arkansas,2015,September,12 month-ending,Number of Drug Overdose Deaths,392,100,0.061427047,
AR,Arkansas,2015,June,12 month-ending,Number of Drug Overdose Deaths,391,100,0.042314954,
AR,Arkansas,2015,November,12 month-ending,Number of Drug Overdose Deaths,389,100,0.061276486,
AR,Arkansas,2016,December,12 month-ending,Number of Drug Overdose Deaths,386,100,0.07089913,
AR,Arkansas,2015,March,12 month-ending,Number of Drug Overdose Deaths,385,100,0.046072334,
AR,Arkansas,2015,May,12 month-ending,Number of Drug Overdose Deaths,383,100,0.042480884,
AR,Arkansas,2016,August,12 month-ending,Number of Drug Overdose Deaths,383,100,0.078716914,
ND,North Dakota,2017,January,12 month-ending,Number of Drug Overdose Deaths,81,100,0.27761543,*Likely underreported due to incomplete data
AR,Arkansas,2015,December,12 month-ending,Number of Drug Overdose Deaths,381,100,0.070999806,
AR,Arkansas,2016,February,12 month-ending,Number of Drug Overdose Deaths,379,100,0.072337487,
AR,Arkansas,2016,September,12 month-ending,Number of Drug Overdose Deaths,379,100,0.068760028,
AR,Arkansas,2017,March,12 month-ending,Number of Drug Overdose Deaths,379,100,0.079953947,*Likely underreported due to incomplete data
AR,Arkansas,2016,July,12 month-ending,Number of Drug Overdose Deaths,378,100,0.075185512,
AR,Arkansas,2016,November,12 month-ending,Number of Drug Overdose Deaths,378,100,0.074921007,
AR,Arkansas,2016,January,12 month-ending,Number of Drug Overdose Deaths,378,100,0.071839081,
AR,Arkansas,2016,May,12 month-ending,Number of Drug Overdose Deaths,376,100,0.07904878,
AR,Arkansas,2017,February,12 month-ending,Number of Drug Overdose Deaths,376,100,0.086713556,*Likely underreported due to incomplete data
AR,Arkansas,2015,April,12 month-ending,Number of Drug Overdose Deaths,373,100,0.039416634,
AR,Arkansas,2016,April,12 month-ending,Number of Drug Overdose Deaths,372,100,0.078716914,
AR,Arkansas,2016,October,12 month-ending,Number of Drug Overdose Deaths,372,100,0.075432095,
AR,Arkansas,2016,June,12 month-ending,Number of Drug Overdose Deaths,369,100,0.07885658,
NH,New Hampshire,2015,March,12 month-ending,Number of Drug Overdose Deaths,367,100,0.1039411,
AR,Arkansas,2015,February,12 month-ending,Number of Drug Overdose Deaths,366,100,0.046155875,
AR,Arkansas,2015,January,12 month-ending,Number of Drug Overdose Deaths,366,100,0.04979749,
AR,Arkansas,2016,March,12 month-ending,Number of Drug Overdose Deaths,363,100,0.075605667,
NH,New Hampshire,2015,February,12 month-ending,Number of Drug Overdose Deaths,360,100,0.104411381,
OH,Ohio,2017,January,12 month-ending,Number of Drug Overdose Deaths,4498,100,0.039800335,*Likely underreported due to incomplete data
OH,Ohio,2017,March,12 month-ending,Number of Deaths,121668,100,0.065752704,*Likely underreported due to incomplete data
OH,Ohio,2017,February,12 month-ending,Number of Deaths,121156,100,0.047872165,*Likely underreported due to incomplete data
OH,Ohio,2017,January,12 month-ending,Number of Deaths,120602,100,0.039800335,*Likely underreported due to incomplete data
OH,Ohio,2016,December,12 month-ending,Number of Deaths,119622,100,0.030094799,
OH,Ohio,2015,October,12 month-ending,Number of Deaths,119346,100,0.017595898,
OH,Ohio,2015,November,12 month-ending,Number of Deaths,119284,100,0.020958385,
OH,Ohio,2015,September,12 month-ending,Number of Deaths,119011,100,0.010083102,
OH,Ohio,2015,August,12 month-ending,Number of Deaths,118888,100,0.008411278,
OH,Ohio,2016,November,12 month-ending,Number of Deaths,118752,100,0.021052277,
OH,Ohio,2015,July,12 month-ending,Number of Deaths,118593,100,0.005902541,
OH,Ohio,2016,October,12 month-ending,Number of Deaths,118501,100,0.017721369,
OH,Ohio,2016,September,12 month-ending,Number of Deaths,118331,100,0.02028209,
OH,Ohio,2015,June,12 month-ending,Number of Deaths,118270,100,0.005918661,
OH,Ohio,2015,December,12 month-ending,Number of Deaths,118113,100,0.026246053,
OH,Ohio,2015,May,12 month-ending,Number of Deaths,117995,100,0.006779948,
OH,Ohio,2016,August,12 month-ending,Number of Deaths,117989,100,0.022035953,
OH,Ohio,2016,July,12 month-ending,Number of Deaths,117837,100,0.024610267,
OH,Ohio,2016,June,12 month-ending,Number of Deaths,117748,100,0.024628868,
OH,Ohio,2016,May,12 month-ending,Number of Deaths,117613,100,0.023806892,
OH,Ohio,2016,April,12 month-ending,Number of Deaths,117570,100,0.025516713,
OH,Ohio,2015,April,12 month-ending,Number of Deaths,117559,100,0.00510382,
OH,Ohio,2016,March,12 month-ending,Number of Deaths,117453,100,0.025542132,
OH,Ohio,2016,February,12 month-ending,Number of Deaths,117069,100,0.024771716,
OH,Ohio,2016,January,12 month-ending,Number of Deaths,117030,100,0.025634453,
OH,Ohio,2015,March,12 month-ending,Number of Deaths,116925,100,0.005986744,
OH,Ohio,2015,February,12 month-ending,Number of Deaths,116546,100,0.006006212,
OH,Ohio,2015,January,12 month-ending,Number of Deaths,115935,100,0.006037866,
ME,Maine,2017,March,12 month-ending,Number of Drug Overdose Deaths,357,100,0.132625995,*Likely underreported due to incomplete data
ME,Maine,2016,December,12 month-ending,Number of Drug Overdose Deaths,357,100,0,
ME,Maine,2017,February,12 month-ending,Number of Drug Overdose Deaths,355,100,0.133577053,*Likely underreported due to incomplete data
NH,New Hampshire,2015,January,12 month-ending,Number of Drug Overdose Deaths,350,100,0.044083936,
OK,Oklahoma,2017,January,12 month-ending,Number of Drug Overdose Deaths,828,100,0.015649452,*Likely underreported due to incomplete data
MS,Mississippi,2015,August,12 month-ending,Number of Drug Overdose Deaths,348,100,0.003220405,
RI,Rhode Island,2016,December,12 month-ending,Number of Drug Overdose Deaths,346,100,0.06983937,
DC,District of Columbia,2017,March,12 month-ending,Number of Drug Overdose Deaths,345,100,0.305318978,*Likely underreported due to incomplete data
ME,Maine,2016,August,12 month-ending,Number of Drug Overdose Deaths,345,100,0,
RI,Rhode Island,2017,March,12 month-ending,Number of Drug Overdose Deaths,345,100,0.137470542,*Likely underreported due to incomplete data
RI,Rhode Island,2016,November,12 month-ending,Number of Drug Overdose Deaths,344,100,0.050301811,
MS,Mississippi,2015,July,12 month-ending,Number of Drug Overdose Deaths,343,100,0,
ME,Maine,2016,September,12 month-ending,Number of Drug Overdose Deaths,342,100,0,
ME,Maine,2016,November,12 month-ending,Number of Drug Overdose Deaths,341,100,0,
RI,Rhode Island,2017,February,12 month-ending,Number of Drug Overdose Deaths,340,100,0.089064819,*Likely underreported due to incomplete data
MS,Mississippi,2016,October,12 month-ending,Number of Drug Overdose Deaths,338,100,0.084657463,
MS,Mississippi,2016,January,12 month-ending,Number of Drug Overdose Deaths,338,100,0.016103578,
RI,Rhode Island,2016,June,12 month-ending,Number of Drug Overdose Deaths,338,100,0.029785544,
DC,District of Columbia,2017,February,12 month-ending,Number of Drug Overdose Deaths,337,100,0.113360324,*Likely underreported due to incomplete data
KS,Kansas,2015,May,12 month-ending,Number of Drug Overdose Deaths,337,100,0.035355123,
KS,Kansas,2015,August,12 month-ending,Number of Drug Overdose Deaths,337,100,0.034769171,
ME,Maine,2016,October,12 month-ending,Number of Drug Overdose Deaths,337,100,0,
MS,Mississippi,2015,September,12 month-ending,Number of Drug Overdose Deaths,337,100,0.003218539,
RI,Rhode Island,2016,August,12 month-ending,Number of Drug Overdose Deaths,337,100,0.030009003,
MS,Mississippi,2016,November,12 month-ending,Number of Drug Overdose Deaths,336,100,0.087537284,
MS,Mississippi,2016,December,12 month-ending,Number of Drug Overdose Deaths,336,100,0.106396699,
MS,Mississippi,2016,February,12 month-ending,Number of Drug Overdose Deaths,335,100,0.019406171,
OK,Oklahoma,2017,March,12 month-ending,Number of Deaths,38599,100,0.031088888,*Likely underreported due to incomplete data
OK,Oklahoma,2017,February,12 month-ending,Number of Deaths,38510,100,0.015580369,*Likely underreported due to incomplete data
OK,Oklahoma,2017,January,12 month-ending,Number of Deaths,38340,100,0.015649452,*Likely underreported due to incomplete data
OK,Oklahoma,2015,December,12 month-ending,Number of Deaths,38321,100,0.018266747,
OK,Oklahoma,2015,August,12 month-ending,Number of Deaths,38289,100,0.015670297,
OK,Oklahoma,2015,November,12 month-ending,Number of Deaths,38278,100,0.020899734,
OK,Oklahoma,2015,October,12 month-ending,Number of Deaths,38260,100,0.01829587,
OK,Oklahoma,2015,September,12 month-ending,Number of Deaths,38243,100,0.018304003,
OK,Oklahoma,2015,July,12 month-ending,Number of Deaths,38193,100,0.020946247,
OK,Oklahoma,2016,December,12 month-ending,Number of Deaths,38170,100,0.013099293,
OK,Oklahoma,2015,June,12 month-ending,Number of Deaths,38139,100,0.023597892,
OK,Oklahoma,2016,September,12 month-ending,Number of Deaths,38045,100,0.02102773,
OK,Oklahoma,2016,October,12 month-ending,Number of Deaths,38045,100,0.015770798,
OK,Oklahoma,2015,March,12 month-ending,Number of Deaths,38043,100,0.018400231,
OK,Oklahoma,2016,November,12 month-ending,Number of Deaths,38040,100,0.013144059,
OK,Oklahoma,2016,January,12 month-ending,Number of Deaths,38029,100,0.018407005,
OK,Oklahoma,2016,May,12 month-ending,Number of Deaths,38008,100,0.026310251,
OK,Oklahoma,2015,April,12 month-ending,Number of Deaths,38006,100,0.018418145,
OK,Oklahoma,2015,May,12 month-ending,Number of Deaths,37987,100,0.018427357,
OK,Oklahoma,2015,February,12 month-ending,Number of Deaths,37978,100,0.018431724,
OK,Oklahoma,2016,February,12 month-ending,Number of Deaths,37936,100,0.01845213,
OK,Oklahoma,2016,August,12 month-ending,Number of Deaths,37894,100,0.021111522,
OK,Oklahoma,2016,April,12 month-ending,Number of Deaths,37844,100,0.023781841,
OK,Oklahoma,2016,June,12 month-ending,Number of Deaths,37839,100,0.021142208,
OK,Oklahoma,2016,March,12 month-ending,Number of Deaths,37812,100,0.021157305,
OK,Oklahoma,2016,July,12 month-ending,Number of Deaths,37797,100,0.021165701,
OK,Oklahoma,2015,January,12 month-ending,Number of Deaths,37788,100,0.021170742,
KS,Kansas,2015,September,12 month-ending,Number of Drug Overdose Deaths,334,100,0.034722222,
KS,Kansas,2015,October,12 month-ending,Number of Drug Overdose Deaths,334,100,0.034592766,
ME,Maine,2016,July,12 month-ending,Number of Drug Overdose Deaths,334,100,0,
MS,Mississippi,2016,March,12 month-ending,Number of Drug Overdose Deaths,334,100,0.025894996,
MS,Mississippi,2015,December,12 month-ending,Number of Drug Overdose Deaths,333,100,0.009675547,
RI,Rhode Island,2016,July,12 month-ending,Number of Drug Overdose Deaths,333,100,0.030081219,
KS,Kansas,2015,April,12 month-ending,Number of Drug Overdose Deaths,332,100,0.035444234,
MS,Mississippi,2015,October,12 month-ending,Number of Drug Overdose Deaths,331,100,0.003208522,
IA,Iowa,2017,February,12 month-ending,Number of Drug Overdose Deaths,330,100,0.00336689,*Likely underreported due to incomplete data
IA,Iowa,2017,March,12 month-ending,Number of Drug Overdose Deaths,330,100,0.003340125,*Likely underreported due to incomplete data
KS,Kansas,2015,June,12 month-ending,Number of Drug Overdose Deaths,330,100,0.035078146,
RI,Rhode Island,2016,October,12 month-ending,Number of Drug Overdose Deaths,330,100,0.050251256,
MS,Mississippi,2015,June,12 month-ending,Number of Drug Overdose Deaths,329,100,0,
RI,Rhode Island,2016,May,12 month-ending,Number of Drug Overdose Deaths,329,100,0.009870694,
RI,Rhode Island,2016,September,12 month-ending,Number of Drug Overdose Deaths,329,100,0.04006009,
KS,Kansas,2015,July,12 month-ending,Number of Drug Overdose Deaths,328,100,0.031004147,
KS,Kansas,2015,November,12 month-ending,Number of Drug Overdose Deaths,328,100,0.042413727,
MS,Mississippi,2015,May,12 month-ending,Number of Drug Overdose Deaths,328,100,0,
MS,Mississippi,2016,September,12 month-ending,Number of Drug Overdose Deaths,328,100,0.071792194,
RI,Rhode Island,2016,April,12 month-ending,Number of Drug Overdose Deaths,328,100,0.009843489,
ME,Maine,2016,June,12 month-ending,Number of Drug Overdose Deaths,327,100,0,
RI,Rhode Island,2015,September,12 month-ending,Number of Drug Overdose Deaths,326,100,0.019204917,
MS,Mississippi,2015,November,12 month-ending,Number of Drug Overdose Deaths,325,100,0.009637935,
OR,Oregon,2017,January,12 month-ending,Number of Drug Overdose Deaths,498,100,0.090284808,*Likely underreported due to incomplete data
PA,Pennsylvania,2017,January,12 month-ending,Number of Drug Overdose Deaths,4814,100,0.343087491,*Likely underreported due to incomplete data
RI,Rhode Island,2017,January,12 month-ending,Number of Drug Overdose Deaths,350,100,0.079412349,*Likely underreported due to incomplete data
KS,Kansas,2015,March,12 month-ending,Number of Drug Overdose Deaths,323,100,0.031505986,
OK,Oklahoma,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),368,100,0.021170742,
OK,Oklahoma,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),353,100,0.018431724,
OK,Oklahoma,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),353,100,0.018418145,
OK,Oklahoma,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),351,100,0.018400231,
OK,Oklahoma,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),340,100,0.018427357,
OK,Oklahoma,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),320,100,0.023597892,
OK,Oklahoma,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),313,100,0.020946247,
OK,Oklahoma,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),300,100,0.015670297,
OK,Oklahoma,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),288,100,0.018304003,
OK,Oklahoma,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),288,100,0.015649452,*Likely underreported due to incomplete data
OK,Oklahoma,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),287,100,0.021111522,
OK,Oklahoma,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.01829587,
OK,Oklahoma,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),284,100,0.020899734,
OK,Oklahoma,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.018266747,
OK,Oklahoma,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.015770798,
OK,Oklahoma,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.013099293,
OK,Oklahoma,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.015580369,*Likely underreported due to incomplete data
OK,Oklahoma,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0.02102773,
OK,Oklahoma,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),278,100,0.031088888,*Likely underreported due to incomplete data
